Fecha,Id de empleado,Nombre y Apellido,Inicio de turno,Fin de turno,Status
1/23/2025,EMP0298,Samuel Ballard,1/23/2025 08:53,1/23/2025 17:08,Activo
1/23/2025,EMP0287,John Everett,1/23/2025 10:48,1/23/2025 18:51,Activo
1/23/2025,EMP0063,Benjamin Vega,1/23/2025 07:06,1/23/2025 15:15,Activo
1/23/2025,EMP0240,Michele Scott PhD,1/23/2025 08:48,1/23/2025 17:15,Activo
1/23/2025,EMP0236,Haley Torres,1/23/2025 09:08,1/23/2025 17:31,Activo
1/23/2025,EMP0015,Mckenzie Sanders,1/23/2025 08:14,1/23/2025 16:15,Activo
1/23/2025,EMP0151,Andrew Burns,1/23/2025 07:03,1/23/2025 15:31,Activo
1/23/2025,EMP0074,Norman Adams,1/23/2025 07:17,1/23/2025 15:44,Activo
1/23/2025,EMP0054,Lauren Hill,1/23/2025 06:14,1/23/2025 14:14,Activo
1/23/2025,EMP0198,Keith Harris,1/23/2025 06:07,1/23/2025 14:10,Activo
1/23/2025,EMP0206,Marc Perez,1/23/2025 07:04,1/23/2025 15:13,Activo
1/23/2025,EMP0120,Daniel Wilkinson,1/23/2025 09:19,1/23/2025 17:45,Activo
1/23/2025,EMP0060,Roberta Ingram,1/23/2025 08:11,1/23/2025 16:13,Activo
1/23/2025,EMP0095,Samantha Garrison,1/23/2025 08:15,1/23/2025 16:29,Activo
1/23/2025,EMP0086,Mitchell Hamilton,,,Off
1/23/2025,EMP0130,Lisa Potter,1/23/2025 09:32,1/23/2025 17:53,Activo
1/23/2025,EMP0233,David Chambers,1/23/2025 06:54,1/23/2025 15:05,Activo
1/23/2025,EMP0103,Eric Gonzalez,1/23/2025 08:42,1/23/2025 17:11,Activo
1/23/2025,EMP0126,Jennifer Smith,1/23/2025 10:08,1/23/2025 18:31,Activo
1/23/2025,EMP0148,Mr. Michael Lee,1/23/2025 07:57,1/23/2025 16:12,Activo
1/23/2025,EMP0211,Monique Henson,,,Baja
1/23/2025,EMP0119,Sean Snyder,1/23/2025 09:01,1/23/2025 17:31,Activo
1/23/2025,EMP0096,Michelle Ortiz,1/23/2025 07:27,1/23/2025 15:28,Activo
1/23/2025,EMP0165,Todd Walters,,,Off
1/23/2025,EMP0282,Cheryl Lewis,,,Baja
1/23/2025,EMP0138,Amy Sullivan,1/23/2025 08:36,1/23/2025 16:50,Activo
1/23/2025,EMP0194,Daniel Johnson,1/23/2025 09:39,1/23/2025 18:08,Activo
1/23/2025,EMP0011,Brian Williams,,,Off
1/23/2025,EMP0186,John Ford DDS,1/23/2025 09:39,1/23/2025 17:57,Activo
1/23/2025,EMP0017,Erika Harris,1/23/2025 10:59,1/23/2025 19:13,Activo
1/23/2025,EMP0163,Scott Rose,1/23/2025 07:22,1/23/2025 15:34,Activo
1/23/2025,EMP0155,Mark Fowler,1/23/2025 10:27,1/23/2025 18:47,Activo
1/23/2025,EMP0219,Rick Estes,1/23/2025 08:04,1/23/2025 16:06,Activo
1/23/2025,EMP0150,Mark Shaffer,1/23/2025 07:22,1/23/2025 15:22,Activo
1/23/2025,EMP0192,Linda Robles,1/23/2025 09:44,1/23/2025 17:57,Activo
1/23/2025,EMP0269,Amanda Guerra,1/23/2025 08:39,1/23/2025 16:58,Activo
1/23/2025,EMP0101,Richard Scott,,,Off
1/23/2025,EMP0197,Jade Patterson,1/23/2025 09:28,1/23/2025 17:33,Activo
1/23/2025,EMP0184,Sarah Rose,1/23/2025 09:45,1/23/2025 17:57,Activo
1/23/2025,EMP0289,Timothy Sawyer,1/23/2025 07:13,1/23/2025 15:31,Activo
1/23/2025,EMP0276,Christy Boyer,1/23/2025 09:32,1/23/2025 17:32,Activo
1/23/2025,EMP0286,Thomas Peck,1/23/2025 06:28,1/23/2025 14:31,Activo
1/23/2025,EMP0173,Raymond Olsen,,,Off
1/23/2025,EMP0018,Jenna Sims,1/23/2025 06:39,1/23/2025 15:06,Activo
1/23/2025,EMP0007,Nancy Welch,,,Baja
1/23/2025,EMP0117,Kari Walker,1/23/2025 08:31,1/23/2025 16:41,Activo
1/23/2025,EMP0079,Brenda Gonzalez,1/23/2025 06:42,1/23/2025 15:12,Activo
1/23/2025,EMP0004,Cathy Cross,1/23/2025 08:40,1/23/2025 16:45,Activo
1/23/2025,EMP0036,Joanne Wade,,,Baja
1/23/2025,EMP0073,Charles Moreno,1/23/2025 07:02,1/23/2025 15:05,Activo
1/23/2025,EMP0243,Kathryn Miller,1/23/2025 06:09,1/23/2025 14:37,Activo
1/23/2025,EMP0047,Andrea Rodgers,1/23/2025 09:52,1/23/2025 18:17,Activo
1/23/2025,EMP0048,Anna Williams,1/23/2025 06:46,1/23/2025 14:55,Activo
1/23/2025,EMP0257,Lisa Russell,1/23/2025 07:08,1/23/2025 15:38,Activo
1/23/2025,EMP0248,Steven Holmes,1/23/2025 08:59,1/23/2025 17:17,Activo
1/23/2025,EMP0071,Devin Patel,,,Off
1/23/2025,EMP0093,Timothy Johnson,1/23/2025 07:15,1/23/2025 15:35,Activo
1/23/2025,EMP0069,Todd Sheppard,1/23/2025 07:13,1/23/2025 15:37,Activo
1/23/2025,EMP0029,Monica Coleman,,,Baja
1/23/2025,EMP0143,Samantha Harris,1/23/2025 10:05,1/23/2025 18:30,Activo
1/23/2025,EMP0176,Benjamin Mcbride,1/23/2025 08:14,1/23/2025 16:20,Activo
1/23/2025,EMP0193,Zoe Anderson,1/23/2025 06:26,1/23/2025 14:54,Activo
1/23/2025,EMP0196,Tanya Sanchez,1/23/2025 06:27,1/23/2025 14:39,Activo
1/23/2025,EMP0014,Elizabeth Garcia,,,Baja
1/23/2025,EMP0020,Virginia Martinez,1/23/2025 10:56,1/23/2025 19:17,Activo
1/23/2025,EMP0057,David Patel,1/23/2025 09:19,1/23/2025 17:40,Activo
1/23/2025,EMP0078,Jeremy Carroll,1/23/2025 08:58,1/23/2025 17:26,Activo
1/23/2025,EMP0083,Kathryn Morgan,1/23/2025 09:37,1/23/2025 17:52,Activo
1/23/2025,EMP0239,Danny Wilson,1/23/2025 06:31,1/23/2025 14:34,Activo
1/23/2025,EMP0168,Christine Green,,,Off
1/23/2025,EMP0200,Derek Thomas,,,Off
1/23/2025,EMP0238,Nicholas Perry,1/23/2025 06:38,1/23/2025 14:54,Activo
1/23/2025,EMP0075,Michael Bennett,1/23/2025 10:21,1/23/2025 18:49,Activo
1/23/2025,EMP0114,Seth Alvarado,1/23/2025 06:50,1/23/2025 14:53,Activo
1/23/2025,EMP0262,Timothy Harris,1/23/2025 06:23,1/23/2025 14:38,Activo
1/23/2025,EMP0182,Russell Page,1/23/2025 10:57,1/23/2025 19:11,Activo
1/23/2025,EMP0024,Theresa Barr,1/23/2025 07:15,1/23/2025 15:33,Activo
1/23/2025,EMP0171,Walter Strickland,1/23/2025 06:58,1/23/2025 15:04,Activo
1/23/2025,EMP0221,Eddie Jones,1/23/2025 09:07,1/23/2025 17:17,Activo
1/23/2025,EMP0089,Anthony Young,1/23/2025 08:59,1/23/2025 17:28,Activo
1/23/2025,EMP0275,Tanya Sharp,1/23/2025 10:25,1/23/2025 18:25,Activo
1/23/2025,EMP0292,Patricia Singleton,1/23/2025 07:25,1/23/2025 15:34,Activo
1/23/2025,EMP0265,Samuel Barrett,1/23/2025 07:13,1/23/2025 15:25,Activo
1/23/2025,EMP0105,Melissa Contreras,1/23/2025 07:46,1/23/2025 16:12,Activo
1/23/2025,EMP0229,Katherine Barnett,1/23/2025 08:21,1/23/2025 16:46,Activo
1/23/2025,EMP0281,Michael Smith,,,Baja
1/23/2025,EMP0065,Melissa Gomez,1/23/2025 10:34,1/23/2025 18:57,Activo
1/23/2025,EMP0123,Jeremiah Beck,1/23/2025 08:45,1/23/2025 16:57,Activo
1/23/2025,EMP0102,Alejandra Lloyd,1/23/2025 10:54,1/23/2025 19:00,Activo
1/23/2025,EMP0142,Harry Robinson,1/23/2025 09:04,1/23/2025 17:29,Activo
1/23/2025,EMP0094,Virginia Coleman,1/23/2025 08:29,1/23/2025 16:49,Activo
1/23/2025,EMP0091,Philip Cross,,,Baja
1/23/2025,EMP0009,Jeremy Leon,,,Baja
1/23/2025,EMP0061,Christopher Walker,1/23/2025 10:31,1/23/2025 18:42,Activo
1/23/2025,EMP0267,Micheal Tapia,1/23/2025 06:33,1/23/2025 14:54,Activo
1/23/2025,EMP0080,Robert Allen,1/23/2025 06:22,1/23/2025 14:42,Activo
1/23/2025,EMP0231,Kimberly Woods,1/23/2025 09:40,1/23/2025 17:42,Activo
1/23/2025,EMP0025,Travis Wyatt,1/23/2025 06:56,1/23/2025 15:22,Activo
1/23/2025,EMP0038,Beth Rivers,1/23/2025 09:33,1/23/2025 17:41,Activo
1/23/2025,EMP0124,Cesar Miles,1/23/2025 08:17,1/23/2025 16:18,Activo
1/23/2025,EMP0122,Brianna Wolf,1/23/2025 06:09,1/23/2025 14:32,Activo
1/23/2025,EMP0293,Joe Rios,1/23/2025 09:52,1/23/2025 18:00,Activo
1/23/2025,EMP0035,Gregory Hughes,1/23/2025 10:38,1/23/2025 18:46,Activo
1/23/2025,EMP0107,Terry Davis,1/23/2025 07:17,1/23/2025 15:26,Activo
1/23/2025,EMP0172,Christopher Porter,1/23/2025 07:28,1/23/2025 15:47,Activo
1/23/2025,EMP0149,Cheryl Peterson,1/23/2025 07:25,1/23/2025 15:37,Activo
1/23/2025,EMP0245,Juan Lin,1/23/2025 09:03,1/23/2025 17:12,Activo
1/23/2025,EMP0051,Deborah Rice,1/23/2025 08:34,1/23/2025 16:58,Activo
1/23/2025,EMP0040,Brandy Boyer,1/23/2025 09:50,1/23/2025 18:13,Activo
1/23/2025,EMP0169,Patricia Bradford,1/23/2025 09:07,1/23/2025 17:10,Activo
1/23/2025,EMP0227,Tamara Green,1/23/2025 10:33,1/23/2025 18:35,Activo
1/23/2025,EMP0222,Timothy Roberson,1/23/2025 09:04,1/23/2025 17:20,Activo
1/23/2025,EMP0050,Joseph Carr,1/23/2025 07:47,1/23/2025 16:02,Activo
1/23/2025,EMP0005,Melanie Sims,1/23/2025 09:41,1/23/2025 17:48,Activo
1/23/2025,EMP0254,Lee Carroll,1/23/2025 08:52,1/23/2025 17:06,Activo
1/23/2025,EMP0279,William Erickson,1/23/2025 09:18,1/23/2025 17:36,Activo
1/23/2025,EMP0127,Manuel Anderson,1/23/2025 09:28,1/23/2025 17:44,Activo
1/23/2025,EMP0225,Spencer Stevenson,1/23/2025 08:23,1/23/2025 16:45,Activo
1/23/2025,EMP0285,Stephanie Robinson,1/23/2025 07:29,1/23/2025 15:57,Activo
1/23/2025,EMP0077,Barbara Dalton,1/23/2025 07:44,1/23/2025 15:51,Activo
1/23/2025,EMP0112,Gabriela Hunt,1/23/2025 06:40,1/23/2025 14:56,Activo
1/23/2025,EMP0259,Erin Wagner,1/23/2025 10:06,1/23/2025 18:16,Activo
1/23/2025,EMP0092,Joseph Farrell,,,Baja
1/23/2025,EMP0129,Charles Allen,1/23/2025 09:31,1/23/2025 17:41,Activo
1/23/2025,EMP0003,Sydney Rios,1/23/2025 08:07,1/23/2025 16:33,Activo
1/23/2025,EMP0291,John Clarke,1/23/2025 07:50,1/23/2025 16:00,Activo
1/23/2025,EMP0277,Lisa Villanueva,1/23/2025 08:40,1/23/2025 17:04,Activo
1/23/2025,EMP0144,Edward Smith,1/23/2025 08:21,1/23/2025 16:42,Activo
1/23/2025,EMP0131,Steven Brown,1/23/2025 09:38,1/23/2025 17:52,Activo
1/23/2025,EMP0110,Jessica Lee,,,Baja
1/23/2025,EMP0115,Michelle Young,1/23/2025 06:46,1/23/2025 15:00,Activo
1/23/2025,EMP0278,Jennifer Morton,1/23/2025 10:50,1/23/2025 19:13,Activo
1/23/2025,EMP0187,Brittany Barnes,1/23/2025 06:30,1/23/2025 14:58,Activo
1/23/2025,EMP0290,Melinda Wilcox,1/23/2025 09:41,1/23/2025 17:42,Activo
1/23/2025,EMP0039,Jeffrey Medina,1/23/2025 08:40,1/23/2025 17:00,Activo
1/23/2025,EMP0030,Michael Walker,1/23/2025 08:21,1/23/2025 16:51,Activo
1/23/2025,EMP0218,Christian Keller,1/23/2025 07:01,1/23/2025 15:01,Activo
1/23/2025,EMP0002,John Stewart,1/23/2025 06:31,1/23/2025 14:37,Activo
1/23/2025,EMP0237,Heather Young,1/23/2025 06:49,1/23/2025 15:18,Activo
1/23/2025,EMP0052,Daniel Wheeler,1/23/2025 08:06,1/23/2025 16:10,Activo
1/23/2025,EMP0097,Douglas Kramer,1/23/2025 09:11,1/23/2025 17:41,Activo
1/23/2025,EMP0152,David Santos,1/23/2025 08:37,1/23/2025 16:42,Activo
1/23/2025,EMP0056,Mark Duran,1/23/2025 06:40,1/23/2025 14:45,Activo
1/23/2025,EMP0121,Scott Fisher,1/23/2025 10:40,1/23/2025 18:57,Activo
1/23/2025,EMP0214,Craig Mayer,1/23/2025 08:24,1/23/2025 16:38,Activo
1/23/2025,EMP0161,Brandy Bowers,1/23/2025 07:16,1/23/2025 15:17,Activo
1/23/2025,EMP0088,Jennifer Henry,1/23/2025 08:23,1/23/2025 16:33,Activo
1/23/2025,EMP0085,Spencer Morgan,1/23/2025 07:20,1/23/2025 15:47,Activo
1/23/2025,EMP0300,Tiffany Nguyen,,,Baja
1/23/2025,EMP0255,Ashley Fuller,1/23/2025 06:31,1/23/2025 14:46,Activo
1/23/2025,EMP0209,Angela James,1/23/2025 08:40,1/23/2025 16:57,Activo
1/23/2025,EMP0261,Dale Green,1/23/2025 08:27,1/23/2025 16:37,Activo
1/23/2025,EMP0028,Joshua Miller,1/23/2025 07:59,1/23/2025 16:19,Activo
1/23/2025,EMP0220,Ronald Thornton,1/23/2025 09:19,1/23/2025 17:48,Activo
1/23/2025,EMP0199,Kathleen Davis,1/23/2025 07:48,1/23/2025 16:16,Activo
1/23/2025,EMP0118,Justin Smith,1/23/2025 08:13,1/23/2025 16:27,Activo
1/24/2025,EMP0017,Erika Harris,1/24/2025 08:09,1/24/2025 16:25,Activo
1/24/2025,EMP0047,Andrea Rodgers,1/24/2025 07:50,1/24/2025 15:54,Activo
1/24/2025,EMP0058,Kelsey Hall,1/24/2025 06:11,1/24/2025 14:15,Activo
1/24/2025,EMP0095,Samantha Garrison,1/24/2025 06:17,1/24/2025 14:19,Activo
1/24/2025,EMP0247,Alison Eaton,1/24/2025 06:26,1/24/2025 14:35,Activo
1/24/2025,EMP0044,William Smith,,,Baja
1/24/2025,EMP0077,Barbara Dalton,1/24/2025 10:25,1/24/2025 18:26,Activo
1/24/2025,EMP0251,Chad Salinas,1/24/2025 09:10,1/24/2025 17:22,Activo
1/24/2025,EMP0223,Nathan Norris,1/24/2025 08:10,1/24/2025 16:32,Activo
1/24/2025,EMP0253,Brett Hammond DVM,1/24/2025 06:53,1/24/2025 15:21,Activo
1/24/2025,EMP0185,Jenna Salazar,1/24/2025 06:46,1/24/2025 14:54,Activo
1/24/2025,EMP0195,Alexandra Hall,1/24/2025 10:29,1/24/2025 18:42,Activo
1/24/2025,EMP0103,Eric Gonzalez,1/24/2025 06:39,1/24/2025 14:52,Activo
1/24/2025,EMP0234,Karen Erickson,1/24/2025 09:14,1/24/2025 17:28,Activo
1/24/2025,EMP0173,Raymond Olsen,1/24/2025 07:23,1/24/2025 15:24,Activo
1/24/2025,EMP0191,Elizabeth Diaz,1/24/2025 06:36,1/24/2025 14:43,Activo
1/24/2025,EMP0186,John Ford DDS,1/24/2025 07:07,1/24/2025 15:30,Activo
1/24/2025,EMP0210,Christy Martinez,1/24/2025 10:21,1/24/2025 18:33,Activo
1/24/2025,EMP0264,Christine Hughes,1/24/2025 10:12,1/24/2025 18:37,Activo
1/24/2025,EMP0282,Cheryl Lewis,,,Off
1/24/2025,EMP0028,Joshua Miller,1/24/2025 07:03,1/24/2025 15:14,Activo
1/24/2025,EMP0063,Benjamin Vega,1/24/2025 06:27,1/24/2025 14:50,Activo
1/24/2025,EMP0214,Craig Mayer,1/24/2025 08:02,1/24/2025 16:14,Activo
1/24/2025,EMP0135,Nicholas Reed,1/24/2025 10:24,1/24/2025 18:53,Activo
1/24/2025,EMP0227,Tamara Green,1/24/2025 06:43,1/24/2025 15:06,Activo
1/24/2025,EMP0008,Gary Rivera,1/24/2025 08:58,1/24/2025 17:15,Activo
1/24/2025,EMP0254,Lee Carroll,1/24/2025 10:16,1/24/2025 18:24,Activo
1/24/2025,EMP0025,Travis Wyatt,1/24/2025 08:08,1/24/2025 16:14,Activo
1/24/2025,EMP0024,Theresa Barr,1/24/2025 09:16,1/24/2025 17:34,Activo
1/24/2025,EMP0146,Mr. Kevin Hamilton,1/24/2025 08:04,1/24/2025 16:07,Activo
1/24/2025,EMP0062,Kyle Holden,1/24/2025 06:51,1/24/2025 14:52,Activo
1/24/2025,EMP0038,Beth Rivers,1/24/2025 07:02,1/24/2025 15:19,Activo
1/24/2025,EMP0141,Jacob Hines,1/24/2025 10:24,1/24/2025 18:39,Activo
1/24/2025,EMP0088,Jennifer Henry,,,Off
1/24/2025,EMP0085,Spencer Morgan,1/24/2025 09:47,1/24/2025 17:48,Activo
1/24/2025,EMP0178,Joshua King,1/24/2025 08:03,1/24/2025 16:33,Activo
1/24/2025,EMP0033,Peggy Mullen,1/24/2025 09:09,1/24/2025 17:16,Activo
1/24/2025,EMP0006,Brenda Cole,1/24/2025 07:06,1/24/2025 15:32,Activo
1/24/2025,EMP0042,Nicole Walsh,1/24/2025 08:07,1/24/2025 16:29,Activo
1/24/2025,EMP0207,Cindy Yoder,1/24/2025 09:20,1/24/2025 17:23,Activo
1/24/2025,EMP0221,Eddie Jones,1/24/2025 10:24,1/24/2025 18:39,Activo
1/24/2025,EMP0261,Dale Green,1/24/2025 10:50,1/24/2025 18:55,Activo
1/24/2025,EMP0279,William Erickson,1/24/2025 10:26,1/24/2025 18:26,Activo
1/24/2025,EMP0171,Walter Strickland,1/24/2025 08:33,1/24/2025 16:46,Activo
1/24/2025,EMP0225,Spencer Stevenson,1/24/2025 08:14,1/24/2025 16:16,Activo
1/24/2025,EMP0009,Jeremy Leon,1/24/2025 08:43,1/24/2025 17:08,Activo
1/24/2025,EMP0236,Haley Torres,,,Off
1/24/2025,EMP0018,Jenna Sims,1/24/2025 07:17,1/24/2025 15:45,Activo
1/24/2025,EMP0241,John Murray,1/24/2025 07:11,1/24/2025 15:12,Activo
1/24/2025,EMP0213,Yesenia Green,1/24/2025 09:52,1/24/2025 17:53,Activo
1/24/2025,EMP0218,Christian Keller,1/24/2025 08:13,1/24/2025 16:15,Activo
1/24/2025,EMP0159,Wyatt Evans,1/24/2025 06:59,1/24/2025 15:13,Activo
1/24/2025,EMP0126,Jennifer Smith,1/24/2025 09:10,1/24/2025 17:15,Activo
1/24/2025,EMP0060,Roberta Ingram,1/24/2025 07:35,1/24/2025 15:49,Activo
1/24/2025,EMP0259,Erin Wagner,1/24/2025 08:39,1/24/2025 17:08,Activo
1/24/2025,EMP0265,Samuel Barrett,1/24/2025 10:55,1/24/2025 19:05,Activo
1/24/2025,EMP0278,Jennifer Morton,1/24/2025 10:36,1/24/2025 18:42,Activo
1/24/2025,EMP0079,Brenda Gonzalez,1/24/2025 09:31,1/24/2025 18:00,Activo
1/24/2025,EMP0030,Michael Walker,1/24/2025 08:10,1/24/2025 16:27,Activo
1/24/2025,EMP0238,Nicholas Perry,1/24/2025 09:02,1/24/2025 17:04,Activo
1/24/2025,EMP0057,David Patel,1/24/2025 09:49,1/24/2025 18:01,Activo
1/24/2025,EMP0163,Scott Rose,1/24/2025 09:42,1/24/2025 18:09,Activo
1/24/2025,EMP0193,Zoe Anderson,,,Baja
1/24/2025,EMP0138,Amy Sullivan,,,Baja
1/24/2025,EMP0061,Christopher Walker,1/24/2025 10:28,1/24/2025 18:58,Activo
1/24/2025,EMP0239,Danny Wilson,1/24/2025 07:57,1/24/2025 16:13,Activo
1/24/2025,EMP0037,Angela Smith,1/24/2025 10:03,1/24/2025 18:06,Activo
1/24/2025,EMP0226,Theresa Martin,1/24/2025 06:04,1/24/2025 14:29,Activo
1/24/2025,EMP0143,Samantha Harris,1/24/2025 07:02,1/24/2025 15:22,Activo
1/24/2025,EMP0266,Holly Adams,1/24/2025 08:11,1/24/2025 16:32,Activo
1/24/2025,EMP0043,Robert Gonzales,1/24/2025 10:09,1/24/2025 18:39,Activo
1/24/2025,EMP0029,Monica Coleman,1/24/2025 07:33,1/24/2025 15:40,Activo
1/24/2025,EMP0045,Matthew Leach,1/24/2025 08:59,1/24/2025 17:29,Activo
1/24/2025,EMP0109,James Gaines,1/24/2025 07:09,1/24/2025 15:15,Activo
1/24/2025,EMP0216,Maria Dickson,1/24/2025 09:31,1/24/2025 17:41,Activo
1/24/2025,EMP0123,Jeremiah Beck,1/24/2025 06:17,1/24/2025 14:26,Activo
1/24/2025,EMP0297,Miranda Pratt,1/24/2025 10:51,1/24/2025 18:51,Activo
1/24/2025,EMP0270,Kevin Martinez,,,Off
1/24/2025,EMP0105,Melissa Contreras,1/24/2025 09:41,1/24/2025 17:48,Activo
1/24/2025,EMP0133,Jonathan Park,1/24/2025 07:16,1/24/2025 15:24,Activo
1/24/2025,EMP0137,Richard Brown,1/24/2025 10:43,1/24/2025 19:02,Activo
1/24/2025,EMP0050,Joseph Carr,1/24/2025 09:35,1/24/2025 17:43,Activo
1/24/2025,EMP0260,Kristina King,1/24/2025 09:02,1/24/2025 17:10,Activo
1/24/2025,EMP0122,Brianna Wolf,1/24/2025 06:59,1/24/2025 15:28,Activo
1/24/2025,EMP0192,Linda Robles,1/24/2025 07:26,1/24/2025 15:29,Activo
1/24/2025,EMP0230,Jessica Lawrence,1/24/2025 09:46,1/24/2025 18:09,Activo
1/24/2025,EMP0176,Benjamin Mcbride,1/24/2025 08:20,1/24/2025 16:40,Activo
1/24/2025,EMP0092,Joseph Farrell,1/24/2025 08:08,1/24/2025 16:22,Activo
1/24/2025,EMP0091,Philip Cross,1/24/2025 10:15,1/24/2025 18:21,Activo
1/24/2025,EMP0198,Keith Harris,1/24/2025 10:36,1/24/2025 18:51,Activo
1/24/2025,EMP0291,John Clarke,,,Baja
1/24/2025,EMP0161,Brandy Bowers,1/24/2025 06:08,1/24/2025 14:11,Activo
1/24/2025,EMP0118,Justin Smith,1/24/2025 08:42,1/24/2025 16:54,Activo
1/24/2025,EMP0035,Gregory Hughes,1/24/2025 06:47,1/24/2025 14:59,Activo
1/24/2025,EMP0119,Sean Snyder,1/24/2025 10:53,1/24/2025 19:16,Activo
1/24/2025,EMP0116,Andrew Moore,1/24/2025 06:19,1/24/2025 14:34,Activo
1/24/2025,EMP0096,Michelle Ortiz,1/24/2025 09:04,1/24/2025 17:05,Activo
1/24/2025,EMP0194,Daniel Johnson,1/24/2025 07:39,1/24/2025 16:06,Activo
1/24/2025,EMP0174,Yvonne Lawrence,1/24/2025 09:42,1/24/2025 18:06,Activo
1/24/2025,EMP0196,Tanya Sanchez,1/24/2025 08:16,1/24/2025 16:25,Activo
1/24/2025,EMP0175,Andrew Williams,1/24/2025 06:37,1/24/2025 15:00,Activo
1/24/2025,EMP0130,Lisa Potter,1/24/2025 06:48,1/24/2025 15:13,Activo
1/24/2025,EMP0020,Virginia Martinez,1/24/2025 08:12,1/24/2025 16:27,Activo
1/24/2025,EMP0132,Joseph Johnson,,,Baja
1/24/2025,EMP0231,Kimberly Woods,1/24/2025 09:55,1/24/2025 17:56,Activo
1/24/2025,EMP0181,Mark Massey,1/24/2025 07:39,1/24/2025 16:00,Activo
1/24/2025,EMP0217,Christopher Briggs,,,Off
1/24/2025,EMP0286,Thomas Peck,1/24/2025 09:29,1/24/2025 17:58,Activo
1/24/2025,EMP0065,Melissa Gomez,1/24/2025 06:21,1/24/2025 14:21,Activo
1/24/2025,EMP0187,Brittany Barnes,1/24/2025 07:20,1/24/2025 15:33,Activo
1/24/2025,EMP0031,Carlos Gomez,1/24/2025 07:15,1/24/2025 15:45,Activo
1/24/2025,EMP0182,Russell Page,1/24/2025 09:52,1/24/2025 17:57,Activo
1/24/2025,EMP0244,Steven Johnson,1/24/2025 08:25,1/24/2025 16:46,Activo
1/24/2025,EMP0034,Brian Crosby,1/24/2025 08:49,1/24/2025 16:59,Activo
1/24/2025,EMP0066,Cody Evans,1/24/2025 09:00,1/24/2025 17:09,Activo
1/24/2025,EMP0026,Patricia Long,1/24/2025 10:48,1/24/2025 19:16,Activo
1/24/2025,EMP0003,Sydney Rios,1/24/2025 08:55,1/24/2025 16:57,Activo
1/24/2025,EMP0117,Kari Walker,1/24/2025 06:37,1/24/2025 14:55,Activo
1/24/2025,EMP0152,David Santos,1/24/2025 06:58,1/24/2025 15:10,Activo
1/24/2025,EMP0248,Steven Holmes,1/24/2025 08:48,1/24/2025 17:00,Activo
1/24/2025,EMP0157,Jordan Williams,1/24/2025 07:11,1/24/2025 15:38,Activo
1/24/2025,EMP0108,Thomas Brewer,1/24/2025 07:43,1/24/2025 15:55,Activo
1/24/2025,EMP0168,Christine Green,1/24/2025 09:38,1/24/2025 17:40,Activo
1/24/2025,EMP0269,Amanda Guerra,1/24/2025 06:04,1/24/2025 14:30,Activo
1/24/2025,EMP0005,Melanie Sims,1/24/2025 09:32,1/24/2025 17:42,Activo
1/24/2025,EMP0004,Cathy Cross,1/24/2025 06:11,1/24/2025 14:22,Activo
1/24/2025,EMP0201,Karen Bradley,1/24/2025 10:45,1/24/2025 18:50,Activo
1/24/2025,EMP0228,Daniel Garcia,1/24/2025 09:11,1/24/2025 17:36,Activo
1/24/2025,EMP0113,April Barnes,1/24/2025 10:04,1/24/2025 18:16,Activo
1/24/2025,EMP0080,Robert Allen,1/24/2025 10:18,1/24/2025 18:48,Activo
1/24/2025,EMP0155,Mark Fowler,1/24/2025 07:48,1/24/2025 15:52,Activo
1/24/2025,EMP0189,Thomas Bell,1/24/2025 07:56,1/24/2025 16:23,Activo
1/24/2025,EMP0203,Stephen Montgomery,1/24/2025 10:09,1/24/2025 18:38,Activo
1/24/2025,EMP0202,Sharon White,1/24/2025 08:15,1/24/2025 16:32,Activo
1/24/2025,EMP0290,Melinda Wilcox,1/24/2025 08:04,1/24/2025 16:21,Activo
1/24/2025,EMP0300,Tiffany Nguyen,,,Baja
1/24/2025,EMP0086,Mitchell Hamilton,1/24/2025 09:21,1/24/2025 17:46,Activo
1/24/2025,EMP0283,Jasmine Wood,1/24/2025 09:59,1/24/2025 18:11,Activo
1/24/2025,EMP0142,Harry Robinson,1/24/2025 06:31,1/24/2025 14:43,Activo
1/24/2025,EMP0172,Christopher Porter,1/24/2025 08:43,1/24/2025 16:58,Activo
1/24/2025,EMP0275,Tanya Sharp,1/24/2025 07:10,1/24/2025 15:31,Activo
1/24/2025,EMP0094,Virginia Coleman,1/24/2025 08:55,1/24/2025 17:24,Activo
1/24/2025,EMP0249,Philip Bell,1/24/2025 08:53,1/24/2025 17:09,Activo
1/24/2025,EMP0271,Justin Lopez,1/24/2025 10:55,1/24/2025 19:23,Activo
1/24/2025,EMP0237,Heather Young,,,Baja
1/24/2025,EMP0140,Matthew Leonard,1/24/2025 07:27,1/24/2025 15:40,Activo
1/24/2025,EMP0197,Jade Patterson,1/24/2025 06:31,1/24/2025 14:49,Activo
1/24/2025,EMP0256,Whitney Wang,1/24/2025 10:13,1/24/2025 18:20,Activo
1/24/2025,EMP0124,Cesar Miles,1/24/2025 08:03,1/24/2025 16:19,Activo
1/24/2025,EMP0046,Dana Smith,,,Baja
1/24/2025,EMP0156,Jessica Odom,1/24/2025 07:46,1/24/2025 16:12,Activo
1/24/2025,EMP0215,Jay Banks,1/24/2025 07:30,1/24/2025 15:46,Activo
1/24/2025,EMP0224,Kara Jones,1/24/2025 07:25,1/24/2025 15:52,Activo
